case_id,lot_id,scenario_id,ground_truth_label,expected_decision,expected_abstention,expected_root_cause_id,suspected_cause,recommended_action,outcome,evidence_ids,evidence_type,source_rca_case_id,is_synthetic_anomaly,is_benign_drift
RAG_BENIGN_RECIPE_MIX_SYNV2_00560,SYNV2_00560,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00563,SYNV2_00563,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00564,SYNV2_00564,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00565,SYNV2_00565,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00566,SYNV2_00566,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00567,SYNV2_00567,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00568,SYNV2_00568,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00569,SYNV2_00569,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00570,SYNV2_00570,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00571,SYNV2_00571,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00572,SYNV2_00572,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
RAG_BENIGN_RECIPE_MIX_SYNV2_00573,SYNV2_00573,BENIGN_RECIPE_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign recipe_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_RECIPE_MIX_CHANGE_001,process_change,RCA_BENIGN_DRIFT_001,0,1
