case_id,lot_id,root_cause_id,suspected_cause,recommended_action,outcome,evidence_ids,supports_abstention,top3_acceptable_causes
RCA_CONTEXTUAL_011,SYNV2_00883,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_011 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_011;EVID_CONTEXT_CONTROL_CTX_PAIR_011,False,
RCA_CONTEXTUAL_012,SYNV2_00899,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_012 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_012;EVID_CONTEXT_CONTROL_CTX_PAIR_012,False,
RCA_CONTEXTUAL_013,SYNV2_00900,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_013 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_013;EVID_CONTEXT_CONTROL_CTX_PAIR_013,False,
RCA_CONTEXTUAL_014,SYNV2_00914,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_014 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_014;EVID_CONTEXT_CONTROL_CTX_PAIR_014,False,
RCA_CONTEXTUAL_015,SYNV2_00926,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_015 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_015;EVID_CONTEXT_CONTROL_CTX_PAIR_015,False,
RCA_CONTEXTUAL_016,SYNV2_00935,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_016 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_016;EVID_CONTEXT_CONTROL_CTX_PAIR_016,False,
RCA_CONTEXTUAL_017,SYNV2_00937,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_017 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_017;EVID_CONTEXT_CONTROL_CTX_PAIR_017,False,
RCA_CONTEXTUAL_018,SYNV2_00949,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_018 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_018;EVID_CONTEXT_CONTROL_CTX_PAIR_018,False,
RCA_CONTEXTUAL_019,SYNV2_00950,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_019 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_019;EVID_CONTEXT_CONTROL_CTX_PAIR_019,False,
RCA_CONTEXTUAL_020,SYNV2_00954,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_020 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_020;EVID_CONTEXT_CONTROL_CTX_PAIR_020,False,
RCA_CONTEXTUAL_021,SYNV2_00999,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_021 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_021;EVID_CONTEXT_CONTROL_CTX_PAIR_021,False,
RCA_CONTEXTUAL_022,SYNV2_01002,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_022 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_022;EVID_CONTEXT_CONTROL_CTX_PAIR_022,False,
RCA_CONTEXTUAL_023,SYNV2_01052,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_023 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_023;EVID_CONTEXT_CONTROL_CTX_PAIR_023,False,
RCA_CONTEXTUAL_024,SYNV2_01063,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_024 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_024;EVID_CONTEXT_CONTROL_CTX_PAIR_024,False,
RCA_CONTEXTUAL_025,SYNV2_01065,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_025 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_025;EVID_CONTEXT_CONTROL_CTX_PAIR_025,False,
RCA_CONTEXTUAL_026,SYNV2_01070,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_026 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_026;EVID_CONTEXT_CONTROL_CTX_PAIR_026,False,
RCA_CONTEXTUAL_027,SYNV2_01100,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_027 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_027;EVID_CONTEXT_CONTROL_CTX_PAIR_027,False,
RCA_CONTEXTUAL_028,SYNV2_01118,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_028 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_028;EVID_CONTEXT_CONTROL_CTX_PAIR_028,False,
RCA_CONTEXTUAL_029,SYNV2_01133,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_029 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_029;EVID_CONTEXT_CONTROL_CTX_PAIR_029,False,
RCA_CONTEXTUAL_030,SYNV2_01136,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_030 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_030;EVID_CONTEXT_CONTROL_CTX_PAIR_030,False,
RCA_CONTEXTUAL_031,SYNV2_01149,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_031 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_031;EVID_CONTEXT_CONTROL_CTX_PAIR_031,False,
RCA_CONTEXTUAL_032,SYNV2_01161,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_032 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_032;EVID_CONTEXT_CONTROL_CTX_PAIR_032,False,
RCA_CONTEXTUAL_033,SYNV2_01162,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_033 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_033;EVID_CONTEXT_CONTROL_CTX_PAIR_033,False,
RCA_CONTEXTUAL_034,SYNV2_01177,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_034 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_034;EVID_CONTEXT_CONTROL_CTX_PAIR_034,False,
RCA_CONTEXTUAL_035,SYNV2_01185,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_035 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_035;EVID_CONTEXT_CONTROL_CTX_PAIR_035,False,
RCA_CONTEXTUAL_036,SYNV2_01246,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_036 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_036;EVID_CONTEXT_CONTROL_CTX_PAIR_036,False,
RCA_CONTEXTUAL_037,SYNV2_01262,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_037 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_037;EVID_CONTEXT_CONTROL_CTX_PAIR_037,False,
RCA_CONTEXTUAL_038,SYNV2_01284,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_038 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_038;EVID_CONTEXT_CONTROL_CTX_PAIR_038,False,
RCA_CONTEXTUAL_039,SYNV2_01287,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_039 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_039;EVID_CONTEXT_CONTROL_CTX_PAIR_039,False,
RCA_CONTEXTUAL_040,SYNV2_01298,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_040 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_040;EVID_CONTEXT_CONTROL_CTX_PAIR_040,False,
RCA_CONTEXTUAL_041,SYNV2_01308,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_041 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_041;EVID_CONTEXT_CONTROL_CTX_PAIR_041,False,
RCA_CONTEXTUAL_042,SYNV2_01347,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_042 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_042;EVID_CONTEXT_CONTROL_CTX_PAIR_042,False,
RCA_CONTEXTUAL_043,SYNV2_01348,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_043 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_043;EVID_CONTEXT_CONTROL_CTX_PAIR_043,False,
RCA_CONTEXTUAL_044,SYNV2_01356,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_044 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_044;EVID_CONTEXT_CONTROL_CTX_PAIR_044,False,
RCA_CONTEXTUAL_045,SYNV2_01364,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_045 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_045;EVID_CONTEXT_CONTROL_CTX_PAIR_045,False,
RCA_CONTEXTUAL_046,SYNV2_01374,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_046 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_046;EVID_CONTEXT_CONTROL_CTX_PAIR_046,False,
RCA_CONTEXTUAL_047,SYNV2_01396,RC_RECIPE_CONTEXT_MISMATCH,Synthetic recipe-context mismatch: the paired CTX_PAIR_047 sensor profile is normal under RCP_A but anomalous under RCP_B.,"Verify the active recipe, compare only with context-matched historical lots, and review recipe sensor limits before escalating as tool failure.",Synthetic contextual anomaly injected with a paired Recipe A normal control.,EVID_CONTEXT_EVENT_001;EVID_CONTEXT_ANOMALY_CTX_PAIR_047;EVID_CONTEXT_CONTROL_CTX_PAIR_047,False,
