case_id,lot_id,scenario_id,ground_truth_label,expected_decision,expected_abstention,expected_root_cause_id,suspected_cause,recommended_action,outcome,evidence_ids,evidence_type,source_rca_case_id,is_synthetic_anomaly,is_benign_drift
RAG_BENIGN_PRODUCT_MIX_SYNV2_00764,SYNV2_00764,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00765,SYNV2_00765,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00766,SYNV2_00766,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00767,SYNV2_00767,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00768,SYNV2_00768,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00769,SYNV2_00769,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00770,SYNV2_00770,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00771,SYNV2_00771,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00773,SYNV2_00773,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00774,SYNV2_00774,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00776,SYNV2_00776,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00777,SYNV2_00777,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00778,SYNV2_00778,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
RAG_BENIGN_PRODUCT_MIX_SYNV2_00779,SYNV2_00779,BENIGN_PRODUCT_MIX,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign product_mix_change; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_PRODUCT_MIX_CHANGE_002,process_change,RCA_BENIGN_DRIFT_002,0,1
