case_id,lot_id,scenario_id,ground_truth_label,expected_decision,expected_abstention,expected_root_cause_id,suspected_cause,recommended_action,outcome,evidence_ids,evidence_type,source_rca_case_id,is_synthetic_anomaly,is_benign_drift
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01212,SYNV2_01212,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01213,SYNV2_01213,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01214,SYNV2_01214,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01215,SYNV2_01215,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01216,SYNV2_01216,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01217,SYNV2_01217,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01218,SYNV2_01218,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01219,SYNV2_01219,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01220,SYNV2_01220,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01221,SYNV2_01221,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01222,SYNV2_01222,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01223,SYNV2_01223,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01224,SYNV2_01224,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
RAG_BENIGN_TOOL_REASSIGNMENT_SYNV2_01225,SYNV2_01225,BENIGN_TOOL_REASSIGNMENT,benign_distribution_shift,abstain_or_no_escalation,True,RC_BENIGN_MIX_CHANGE,Synthetic benign tool_reassignment; not a process fault.,"Verify the scheduled context change, compare only within the appropriate recipe/product/tool context, and do not trigger corrective maintenance solely from this distribution shift.",Known benign distribution shift; no synthetic quality anomaly was injected.,EVID_BENIGN_DRIFT_TOOL_REASSIGNMENT_003,process_change,RCA_BENIGN_DRIFT_003,0,1
